"RegionName","City","State","Metro","CountyName","SizeRank","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10"
"Lake View","Chicago","IL","Chicago-Naperville-Elgin","Cook County",106,,,1995,2000,2000,2100,2100,2100,2100,2100,2000,1995,1997.5,2095,2200,2250,2245,2350,2245,2275,2395,2400,2400,2400,2345,2395,2200,2350,2475,2500,2500,2400,2400,2350,2295,2350,2450,2500,2525,2550,2550,2545,2450,2400,2400,2397.5,2400,2475,2400,2400,2350,2450,2570,2595,2565,2495,2450,2400,2400,2450,2550,2695,2600,2575,2580,2600,2550,2450,2460,2482.5,2250,2500,2400,2500,2600,2595,2600,2600,2600,2600,2595,2500,2495,2460,2500,2595,2650,2695,2600,2595,2500,2475,2400,2395
"Rogers Park","Chicago","IL","Chicago-Naperville-Elgin","Cook County",107,,,1400,1400,1450,1400,1500,1500,1500,1495,1475,1475,1475,1475,1525,1500,1500,1500,1600,1600,1500,1400,1400,1450,1500,1450,1500,1500,1500,1525,1575,1500,1600,1550,1500,1550,1600,1550,1500,1550,1600,1600,1625,1612.5,1595,1550,1500,1500,1525,1537.5,1550,1600,1612.5,1600,1600,1625,1600,1585,1600,1512.5,1600,1557.5,1600,1605,1650,1750,1650,1750,1750,1600,1600,1650,1650,1650,1650,1750,1785,1850,1775,1750,1762.5,1750,1750,1700,1750,1750,1762.5,1750,1775,1775,1795,1775,1762.5,1700
"Maspeth","New York","NY","New York-Newark-Jersey City","Queens County",108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2300,2300,2225,2200,2200,2300,2400,2300,2349,2300,2300,2375,2200,2400,2450,2300,2300,2300,2300,2300,2300,2400,2400,2300,2275.5,2225,2300,2400,2350,2350,2400,2400,2475,2400,2400,2500,2400
"Bay Ridge","New York","NY","New York-Newark-Jersey City","Kings County",109,,,,,,,,1875,2000,2200,2000,1950,1875,1850,1900,2000,2100,2000,2100,2300,2200,2100,2100,2300,2200,2050,2200,2200,2000,2200,2300,2300,2300,2300,2400,2400,2200,2275,2200,2200,2200,2275,2300,2400,2500,2300,2300,2300,2300,2300,2350,2500,2500,2500,2500,2500,2500,2400,2400,2400,2400,2350,2400,2500,2400,2500,2500,2400,2500,2487.5,2500,2500,2500,2500,2400,2425,2500,2500,2500,2450,2500,2500,2447.5,2450,2400,2395,2400,2500,2400,2400,2500,2500,2490,2500
"University Heights","New York","NY","New York-Newark-Jersey City","Bronx County",110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1900,1900,1875,1950,2000,2000,2025,2000,2100,2000,2050,2100,2100,2000,2000,2150,2150,2150,2195,2150,2150,2100
"Michael Way","Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",111,,,,,,,975,985,995,950,950,950,925,925,900,995,1000,975,975,950,950,950,975,962.5,995,975,975,995,995,965,950,982.5,975,950,950,950,950,975,980,975,975,950,975,995,985,995,995,995,995,999,995,999,1000,995,1025,997.5,1050,1000,1025,1025,1000,1000,1000,1100,1150,1125,1020,1100,1100,1100,1095,1000,1095,1100,1100,1100,1110,1150,1195,1150,1150,1150,1150,1100,1150,1200,1200,1172.5,1200,1200,1245,1200,1200,1200
"Greater Uptown","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2600,2795,2861,2500,2500,2600,2400,2350,2500,2500,2515,2500,2697.5,2675,2550,2500,2578,2597,2584,2500,2419.5,2495,2439,2442,2335,2430,2295,2200,2400,2283,2400,2390,2495,2700,2405,2350,2295,2300,2350,2295,2500,2500,2500,2725,2900,2850,2625,2799,2799,2799,2649,2557.5
"Cambrian Park","San Jose","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara County",113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3370,3300,3597.5,3500,3500,3642.5,3674.5,3500,3425,3450,3450,3500,3470,3495,3500,3500,3500,3650,3600,3600,3472.5,3450
"Oak Lawn","Dallas","TX","Dallas-Fort Worth-Arlington","Dallas County",114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3500,3467.5,3300,3195,3195,3200,3033,3350,3483,3425,3374,3346,3330,3198,3100,3078,3300,3247.5,3375,3402,3300,3200
"University City","San Diego","CA","San Diego-Carlsbad","San Diego County",115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3030,3180,3075,2950,3220,3300,3200,3196.5,3190,3049.5,3068,3138,3075,3097.5,3105,3190,3350,3300,3100,3350,3350,3100
"Hamilton Heights","New York","NY","New York-Newark-Jersey City","New York County",116,,,2350,2350,2400,2450,2450,2400,2262.5,2400,2450,2450,2492.5,2400,2372.5,2399,2450,2395,2395,2450,2525,2525,2475,2450,2437.5,2495,2425,2500,2595,2700,2700,2700,2750,2750,2700,2650,2600,2500,2500,2595,2785,2800,2990,3000,2970,3000,3000,3000,3000,2800,2700,2699,2800,2965,2900,2990,3000,3000,2800,2797.5,2870,3000,2990,2992.5,3000,2992.5,2872.5,2900,3000,2942.5,2992.5,2850,2850,2800,2797.5,2872.5,2995,3000,3000,2979,2949.5,2925,2895,2800,2800,2825,2900,2995,2935,3000,3000,3000,2995,2950
"Bayside","New York","NY","New York-Newark-Jersey City","Queens County",117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100,1975,2100,2200,2300,2300,2200,2200,2199,2200,2200,2200,2300,2300,2400,2400,2300,2300,2300,2300,2300,2275,2300,2300,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2450,2400,2500,2500,2400,2400,2400,2495,2500,2400,2400,2400,2400,2350,2400,2450,2400,2490,2475,2400,2400,2450,2497.5,2500,2500,2500,2500,2500,2424.5
"Southwest","Arlington","TX","Dallas-Fort Worth-Arlington","Tarrant County",118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1487.5,1450,1450,1495,1550,1600,1537.5,1550,1495,1495,1500,1500,1537.5,1500,1600,1600,1550,1545,1545,1545,1550,1575,1549.5
"Woodlake - Briarmeadow","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1519,1459,1495,1487,1564,1625,1557,1600,1600,1600,1700,1737.5,1820,1750,1800,1750,1750,1750,1750,1695,1744.5,1919.5,1919.5,2000,1850,1800,1750,1839,1701,1550,1812,1900,1612.5,1543.5,1400,1650,1673,1739,1850,1895,2010,1967.5,1955,1853.5,1800,1849.5,1800,1797.5,1895,1950,1950,1970,1950,1892.5,1950,1934,1920
"Summerlin North","Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",120,,,,,1425,1350,1350,1395,1350,1350,1300,1350,1325,1350,1312.5,1295,1300,1350,1350,1350,1300,1295,1299.5,1300,1323,1350,1350,1377.5,1350,1350,1350,1350,1350,1350,1350,1362.5,1350,1350,1300,1350,1395,1395,1385,1375,1400,1395,1395,1397.5,1395,1450,1400,1450,1400,1400,1395,1439,1400,1401.5,1400,1400,1409,1450,1450,1495,1400,1500,1450,1447.5,1450,1450,1450,1425,1475,1495,1513.5,1525,1525,1595,1595,1595,1550,1500,1500,1595,1550,1550,1550,1600,1600,1600,1600,1650,1650,1700
"Memorial","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2379,2235,2265,2350,2245,2235,2382.5,2448.5,2268,2365,2300,2147.5,2095,2400,2500,2500,2499,2382.5,2499,2499.5,2300
"Encino","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3295,3375,3300,3672.5,3672.5,3799,3650,3599,3700,3700,3990,3950,3755,3597.5,3652.5,4050,4200,3725,3617,3875,3600,3650
"Greenville","Jersey City","NJ","New York-Newark-Jersey City","Hudson County",123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1550,1500,1525,1500,1500,1500,1600,1550,1600,1650,1700,1650,1600,1700,1700,1650,1650,1624.5,1595,1595,1650,1700,1750,1700,1725,1700
"Chelsea","New York","NY","New York-Newark-Jersey City","New York County",124,,,,,,,,,,,,,4500,4800,4800,4900,4850,4970,5000,5000,5000,5000,5000,5100,5000,5000,5100,5195,5250,5290,5295,5295,5295,5100,5295,5300,4997.5,5000,5250,5395,5495,5595,5600,5500,5500,5400,5500,5500,5450,5500,5250.5,5500,5600,5750,5725,5500,5550,5800,5600,5697.5,5764.5,5800,5700,5650,5750,5500,5100,5397.5,4992.5,5425,5295,5175,5000,5101,5178,5300,5700,5725,5697.5,5475,5500,5444.5,5400,5495,5578,5595,5567,5597.5,5800,5575,5500,5722.5,5495,5500
"Fordham","New York","NY","New York-Newark-Jersey City","Bronx County",125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2050,2025,2043,2000,1987,2000,2043,2100,2197,2100,2100,2193,2193,2050,2100,2146.5,2100,2260,2295,2300,2292,2200
"Gresham","Chicago","IL","Chicago-Naperville-Elgin","Cook County",126,,,,,,,,1050,1000,965,1000,1000,975,962.5,950,1000,1050,1100,1100,1100,1200,1100,1000,1015,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1150,1100,1100,1100,1100,1100,1100,1100,1150,1150,1100,1150,1150,1150,1150,1150,1197.5,1150,1150,1150,1150,1150,1150,1150,1150,1150,1197.5,1150,1112.5,1150,1200,1200,1200,1200,1175,1150,1200,1150,1200,1200,1162.5,1150,1200,1200,1200,1150,1175,1175,1200,1150,1150,1150
"Mid City West","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5350,4500,4950,5199.5,5249,5375,5159,4824,4697.5,4582.5,4795,4950,5445,5769.5,5489,5439,5834,5450,5500,5476,5500,5674,5997.5
"Briargate","Colorado Springs","CO","Colorado Springs","El Paso County",128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1548,1595,1607,1685,1700,1700,1695,1700,1600,1595,1600,1595,1600,1742.5,1700,1750,1725,1695,1695,1800
"Jamaica Plain","Boston","MA","Boston-Cambridge-Newton","Suffolk County",129,,,,,,,,,,,,,,2200,2200,2200,2200,2250,2300,2375,2300,2300,2300,2400,2500,2400,2400,2400,2400,2500,2500,2500,2400,2400,2347.5,2400,2500,2500,2500,2500,2600,2600,2600,2500,2450,2495,2495,2500,2800,2700,2700,2700,2750,2725,2700,2600,2600,2500,2497.5,2600,2650,2795,2800,2800,2800,2800,2750,2750,2700,2600,2400,2600,2850,2895,2897.5,2895,2900,2900,2900,2800,2750,2800,3000,3100,3100,3000,3000,3000,3000,3000,2900,2850,2800,2750
"Carmel Valley","San Diego","CA","San Diego-Carlsbad","San Diego County",130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2795,2800,2795,2900,2995,2915,2975,2975,2995,3015,2967.5,2995,3000,2952.5,2845,2835,2900,2950,3000,3040,3170,3085,2905,3000,3000,3150,3257.5,3217.5,3197.5,3195,3200,3105,3005,3245,3127.5,3200,3230,3056,3172.5,3195,3225,3400,3445,3385,3300,3295,3331,3364,3370,3400,3400,3350,3350,3400,3450,3455,3500,3450,3400,3392.5
"Greenwich Village","New York","NY","New York-Newark-Jersey City","New York County",131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6500,6500,6000,6175,5995,5897.5,6295,6272.5,6000,6000,6000,5947.5,5995,6000,5972.5,5997.5,6000,5700,5775,5750,5000
"Englewood","Chicago","IL","Chicago-Naperville-Elgin","Cook County",132,,,,,,,1000,1050,1100,1050,1100,1100,1050,1100,1000,1100,1100,1100,1100,1100,1100,1100,1050,1050,1050,1075,1100,990,1000,1000,1100,1000,1025,1000,1000,1000,1000,1000,1000,1025,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1012.5,1100,1100,1100,1100,1100,1100,1100,1050,1050,1100,1100,1100,1100,1100,1150,1000,1100,1100,1100,1050,1100,1100,1062.5,1100,1089,1100,1100,1100,1100,1100,1100,1100,1100,1100,1125,1150,1197,1150,1100
"East Boston","Boston","MA","Boston-Cambridge-Newton","Suffolk County",133,,,,,,,,,,,,,,,,,,,,,,,,,1650,1625,1700,1900,2005,2030,2200,2350,2350,2100,2080,1950,2000,2000,2000,2000,2200,2175,2200,2100,2100,2100,2100,2050,2200,2200,2325,2300,2250,2300,2250,2250,2200,2225,2225,2250,2350,2400,2350,2300,2300,2350,2300,2350,2300,2250,2300,2500,2450,2443,2400,2450,2500,2500,2500,2500,2450,2400,2400,2400,2600,2600,2600,2600,2600,2600,2595,2600,2650,2672.5
"Salem","Virginia Beach","VA","Virginia Beach-Norfolk-Newport News","Virginia Beach City",134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400,1395,1397.5,1400,1412.5,1425,1495,1450,1450,1425,1400,1400,1495,1400,1400,1395,1400,1495,1450,1495,1495,1495,1500
"Jefferson Park","Chicago","IL","Chicago-Naperville-Elgin","Cook County",135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600,1800,1750,1650,1500,1500,1500,1500,1500,1500,1550,1587.5,1600,1700,1700,1800,1600,1600,1599,1600
"Rancho Bernardo","San Diego","CA","San Diego-Carlsbad","San Diego County",136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2250,2300,2350,2395,2550,2550,2495,2600,2597.5,2600,2572.5,2600,2512,2600,2625,2650,2675,2695,2600,2700,2697.5,2600,2572.5
"Oak Forest - Garden Oaks","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1972.5,1900,1850,1800,1800,1771.5,1755,1725,1771.5,1771.5,1798,1795,1798,1799,1883,1837.5,1777.5,1675,1798.5,1800,1800,1798,1767.5,1750,1862.5,1850,1850,1800,1755,1841.5,1760,1798,1783,1697.5,1689,1750,1767.5,1795,1800,1795,1750,1700,1798,1800,1775,1735,1794,1790,1780,1790,1824.5,1805,1872.5,1852.5
"Brighton","Boston","MA","Boston-Cambridge-Newton","Suffolk County",138,2150,2050,2150,2172.5,2150,2100,2100,2150,2250,2262.5,2250,2250,2225,2200,2300,2300,2300,2300,2300,2300,2349.5,2325,2350,2395,2400,2400,2400,2400,2400,2400,2400,2400,2400,2475,2500,2475,2450,2500,2525,2550,2550,2550,2550,2500,2500,2450,2495,2495,2500,2500,2500,2550,2550,2595,2595,2500,2500,2500,2500,2500,2600,2600,2699,2650,2695,2650,2670,2650,2600,2600,2500,2500,2650,2700,2730,2775,2800,2800,2750,2712.5,2700,2700,2700,2700,2775,2800,2850,2850,2850,2800,2800,2700,2700,2700
"North Cheyenne","Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1190,1195,1172.5,1197,1250,1250,1250,1250,1279,1250,1225,1250,1250,1295,1295,1295,1250,1295,1275,1345,1300,1350,1300,1300,1322.5
"Coral Way","Miami","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2850,2900,2800,2850,2950,3000,2750,2750,3000,2600,2600,2775,2900,2950,3000,2950,2900,2954,2975,2975,3050,3200
"Greater Heights","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",141,,,,,,,,,,,,,,,,,,,,,,,2200,2200,2400,2350,2200,2395,2395,2395,2425,2750,2747.5,2450,2395,2625,2395,2500,2547.5,2600,2800,2800,2787.5,2700,2600,2795,2675,2787.5,2872.5,2850,2900,2900,2797.5,2800,2772.5,2775,2800,2700,2600,2750,2700,2700,2700,2799.5,2900,2650,2650,2600,2695,2800,2572.5,2550,2550,2600,2495,2500,2500,2600,2600,2597.5,2600,2500,2500,2500,2500,2500,2500,2600,2700,2715,2750,2754.5,2700,2600
"River Oaks-Kirby-Balmoral","Memphis","TN","Memphis","Shelby County",142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1075,1095,1195,1225,1195,1250,1237.5,1200,1245,1150,1197.5,1195,1250,1250,1295,1369,1250,1199,1245,1245,1250,1272.5
"Humboldt Park","Chicago","IL","Chicago-Naperville-Elgin","Cook County",143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1625,1600,1600,1700,1695,1675,1650,1600,1500,1585,1795,1825,1892.5,1725,1725,1700,1695,1495,1547.5,1667.5,1700,1650,1582.5,1725,1700,1625,1650,1750,1800,1737.5,1700,1700,1800,1750,1800,1800,1785,1800,1800,1800,1800,1700
"Bridgeport","Chicago","IL","Chicago-Naperville-Elgin","Cook County",144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1525,1500,1500,1400,1350,1360,1400,1400,1425,1390,1495,1487.5,1500,1400,1500,1500,1599.5
"Morningside Heights","New York","NY","New York-Newark-Jersey City","New York County",145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3600,3500,3514.5,3500,3395.5,3467.5,3500,3550,3500,3200,3200,3400,3400,3400,3400,3400,3498.5,3437,3500,3500,3500,3500
"Edgewater","Chicago","IL","Chicago-Naperville-Elgin","Cook County",146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1867.5,1850,1850,1800,1800,1800,1825,2100,2100,2135,1900,1950,2000,2075,2297.5,2397.5,2150,2175,1995
"Green Valley North","Henderson","NV","Las Vegas-Henderson-Paradise","Clark County",147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300,1295,1344,1325,1385,1322.5,1375,1350,1350,1400,1400,1400,1397,1398,1300,1397.5,1362.5,1392.5,1375,1395,1375,1350,1448,1416,1415,1415,1350,1450
"Parkway Village-Oakhaven","Memphis","TN","Memphis","Shelby County",148,,,,,,,,,,,,,,,,,,,,,,,,825,800,812.5,825,795,795,825,825,825,825,795,825,825,850,850,850,850,825,827,850,825,850,850,825,850,847,800,800,795,825,825,825,832,800,795,795,795,800,820,850,875,850,850,837.5,825,825,795,850,825,850,850,825,825,825,825,825,825,825,825,800,825,825,825,825,850,850,850,850,850,850,850
"Bayside","Virginia Beach","VA","Virginia Beach-Norfolk-Newport News","Virginia Beach City",149,1200,1259,1295,1295,1350,1450,1450,1400,1400,1350,1350,1272.5,1272.5,1350,1297.5,1300,1300,1399.5,1350,1295,1295,1250,1250,1250,1300,1295,1325,1297.5,1300,1470,1397.5,1350,1312.5,1300,1295,1295,1240,1250,1275,1295,1300,1350,1450,1395,1362.5,1350,1377.5,1375,1350,1299,1297.5,1325,1450,1400,1375,1395,1360,1300,1295,1324.5,1295,1275,1295,1325,1400,1400,1447.5,1480,1380,1400,1312.5,1427.5,1475,1495,1450,1400,1400,1550,1485,1400,1395,1400,1400,1395,1360,1375,1397.5,1475,1485,1550,1500,1425,1392.5,1367.5
"Lake View East","Chicago","IL","Chicago-Naperville-Elgin","Cook County",150,,2540,2450,2450,2462.5,2450,2450,2480,2500,2550,2600,2475,2600,2540,2500,2400,2600,2575,2467.5,2772.5,2850,2850,2850,2850,2850,2850,2750,2800,2620,2450,2600,2600,2550,2572.5,2520,2500,2400,2395,2395,2395,2500,2500,2400,2400,2400,2400,2400,2500,2500,2500,2370,2500,2600,2600,2600,2500,2500,2500,2525,2600,2600,2738,2625,2700,2744,2738,2650,2650,2600,2538,2400,2467,2350,2438,2600,2580,2700,2882,2838.5,2795,2677.5,2600,2500,2500,2580,2550,2500,2500,2650,2900,2700,2600,2600,2400
"Whitestone","New York","NY","New York-Newark-Jersey City","Queens County",151,,,,,,,,,,,,,,,,,,,,,,,,2100,2100,2100,2100,2000,2000,1975,2200,2025,2100,1950,2000,2100,2200,2100,2100,2100,2000,2000,2102.5,2200,2300,2200,2200,2200,2150,2150,2250,2300,2300,2300,2300,2300,2300,2300,2300,2250,2300,2300,2300,2300,2300,2300,2400,2400,2300,2325,2425,2400,2400,2400,2350,2350,2300,2350,2400,2350,2350,2400,2400,2300,2300,2400,2400,2400,2425,2500,2450,2500,2400,2400
"Far Eastside","Indianapolis","IN","Indianapolis-Carmel-Anderson","Marion County",152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,850,815,895,862.5,850,825,889.5,850,875,850,895,912.5,900,900,870,850,882.5,877,900,895,900,925,895,890,900,900,900,900,927
"South Shore","Chicago","IL","Chicago-Naperville-Elgin","Cook County",153,,,,,,,1097.5,1095,1125,1050,1062.5,1100,1200,1150,1150,1150,1050,1100,1100,1100,1100,1000,1030,1030,1050,1100,1100,1100,1075,1030,1050,1095,1087.5,1080,1080,1040,1050,1100,1054,1100,1100,1100,1100,1100,1085,1100,1100,1100,1150,1150,1100,1100,1100,1100,1100,1139,1150,1150,1150,1150,1150,1150,1200,1200,1144.5,1100,1175,1200,1150,1150,1150,1150,1200,1200,1200,1200,1150,1150,1200,1200,1200,1200,1200,1150,1150,1145,1145,1200,1200,1150,1170,1165,1200,1200
"Mattapan","Boston","MA","Boston-Cambridge-Newton","Suffolk County",154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100,2200,2175,2200,2200,2200,2100,2150,2100,2100,2100,2100,2200,2200,2200,2150,2150,2250,2200
"West Hills","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2995,3095,3097,2995,3047.5,3000,2937.5,2920,2997.5,2985,2950,2995,3200,3225,3000,2995
"South Boston","Boston","MA","Boston-Cambridge-Newton","Suffolk County",156,,,,,,,,,,,,,,,,,3100,3000,3250,3300,3300,3100,3067.5,3000,3030,3000,3200,3002.5,3200,3300,3300,3300,3200,3300,3200,3300,3300,3300,3300,3300,3300,3300,3450,3325,3300,3000,3000,3000,3000,3200,3362.5,3300,3300,3300,3300,3387.5,3400,3300,3290,3300,3450,3500,3400,3400,3500,3500,3400,3600,3500,3300,3475,3300,3500,3500,3600,3600,3600,3600,3600,3600,3600,3500,3500,3600,3600,4000,3900,3800,3750,3650,3750,3899,3900,3800
"Powers","Colorado Springs","CO","Colorado Springs","El Paso County",157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1425,1397.5,1495,1495,1495,1500,1497.5,1500,1495,1525,1525,1500,1525,1550,1595,1550,1600,1595,1600,1600,1599,1595,1597,1595
"I-240 Corridor","Oklahoma City","OK","Oklahoma City","Oklahoma County",158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,850,900,900,900,925,937.5,900,900,900,900,885,885,895,950,900,900,912.5,925,925,905,895,895
"Wakefield","New York","NY","New York-Newark-Jersey City","Bronx County",159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100,2000,2000,2100,2100,2100,2200,2100,2200,2150,2175,2200,2300,2300
"Studio City","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4850,4000,3810,4000,4250,4750,4500,4950,4470,4875,4750,4400,4375,4750,4500,4800,4775,4390,4500,4500,4500
"Morris Park","New York","NY","New York-Newark-Jersey City","Bronx County",161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200,2150,2349.5,2200,2200,2187.5,2200,2200,2200,2200,2200,2200,2200,2100,2200,2200,2399,2300,2472.5,2450,2300,2300,2400,2375
"Dyker Heights","New York","NY","New York-Newark-Jersey City","Kings County",162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,2000,2000,1950,2000,2100,2050,2000,2000,1900,2000,2075,2100,2200,2100,2200,2150,2200,2150,2200,2100,2198,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2300,2300,2350,2300,2300,2300,2250,2400,2300,2300,2300,2499,2400,2300,2300,2250,2299.5,2400,2400,2300,2300,2300,2350,2350,2375,2350,2375,2200
"Throggs Neck","New York","NY","New York-Newark-Jersey City","Bronx County",163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100,2250,2375,2100,2100,2150,2200,2200,2300,2275,2200,2200,2200,2250,2200,2200,2200,2200,2300,2300,2300,2300,2300,2300,2300
