"RegionName","City","State","Metro","CountyName","SizeRank","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10"
"Midwood","New York","NY","New York-Newark-Jersey City","Kings County",53,,,,,,,,,,,,,,,,,,,,,,,,,,,1350,1350,1300,1350,1350,1350,1350,1350,1350,1395,1395,1399.5,1395,1399,1400,1400,1400,1497,1515,1575,1597.5,1515,1450,1475,1500,1550,1575,1550,1550,1700,1600,1550,1650,1700,1700,1700,1750,1800,1800,1850,1850,1700,1800,1850,1700,1800,1700,1700,1724.5,1762.5,1850,1870,1835.5,1750,1800,1750,1700,1750,1700,1800,1750,1750,1725,1715,1700,1737,1725,1735,1765,1850,1800
"East Elmhurst","New York","NY","New York-Newark-Jersey City","Queens County",54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2225,2200,2150,2160,2200,2200,2200,1992.5,2000,2050,1975,2000,2100,2075,2100,2100,2040,2100,2400,2400,2400,2200
"Gravesend","New York","NY","New York-Newark-Jersey City","Kings County",55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800,1775,1699,1695,1710,1749,1700,1750,1800,1750,1695,1700,1800,1800,1875,1800,1750,1725,1750,1800,1780
"Bath Beach","New York","NY","New York-Newark-Jersey City","Kings County",56,,,,,,,,,,,,,,,,,,,,,,,,,1600,1500,1400,1450,1425,1395,1300,1475,1450,1475,1475,1450,1500,1400,1500,1525,1500,1500,1500,1600,1550,1600,1600,1600,1675,1750,1750,1800,1800,1725,1725,1800,1800,1795,1800,1800,1800,1850,1900,1900,1900,1900,1897.5,2050,1800,1850,1822.5,1847.5,1850,1900,1850,2025,2000,2000,1987.5,1950,2000,2000,2000,2000,2000,2000,2100,2000,2000,2000,2000,2000,1950,1950,1900,1900,2000
"Ozone Park","New York","NY","New York-Newark-Jersey City","Queens County",57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1750,1800,1999,1999.5,2000,2000,2000,2000,2100,2000,2000,2000,2100,2100,2100,2100,1850,1950,2000,2100,2100,2150
"Mission","San Francisco","CA","San Francisco-Oakland-Hayward","San Francisco County",58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3725,3402.5,3500,3420,3500,3685,3550,3962.5,3800,3825,3900,3995,3972.5,4272.5,3895,3995,4345,4000,3995,3900,3750,4050,3847.5
"Richmond Hill","New York","NY","New York-Newark-Jersey City","Queens County",59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1450,1697.5,1650,1685,1650,1600,1780,1699,1700,1799.5,1900,1800,1700,1650,1650,1675,1800,1800,1800,1987.5,2000,2099,2000,1950
"Flatlands","New York","NY","New York-Newark-Jersey City","Kings County",60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1825,1975,1874.5,1874.5,1975,1912.5,1895,1950,2000,2229.5,2000,1850,1850,2100
"Little Havana","Miami","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1525,1580,1565,1700,1600,1600,1600,1590,1600,1600,1600,1575,1350,1580,1750,1600,1600,1629.5,1580,1525,1650,1650,1650,1650,1700,1900,1637.5,1650,1650,1600,1580,1600,1500,1590,1550,1550,1549,1500,1580,1450,1350,1565
"Gramercy","New York","NY","New York-Newark-Jersey City","New York County",62,,,,3300,3300,2800,2800,2850,2900,2925,2900,2995,3000,3000,2995,3000,3000,2995,2995,3150,3150,3200,3200,3200,3200,3195,3100,3100,3100,3100,3115,3200,3197,3200,3200,3200,3200,3200,3200,3195,3200,3250,3250,3300,3300,3400,3350,3350,3300,3350,3392,3300,3350,3307,3300,3300,3250,3300,3295,3300,3295,3295,3250,3247.5,3290,3280,3290,3300,3300,3295,3300,3300,3300,3299,3295,3250,3300,3297.5,3350,3350,3295,3300,3350,3311.5,3250,3095,3150,3200,3295,3250,3295,3350,3350,3300,3300,3300,3300
"South Austin","Chicago","IL","Chicago-Naperville-Elgin","Cook County",63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1150,1100,1050,1075,1185,1100,1200,1200,1200,1175,1000,1150,1135,1125,1100,1107.5,1100,1100,1150,1200,1190,1100
"The Heights","Jersey City","NJ","New York-Newark-Jersey City","Hudson County",64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1625,1775,1900,1695,1900,1800,1850,1850,1800,1795,1900,1900,1897.5,1795,1750,1850,1900,1850,1682,1850,1850,1810,1750,1800,1850,1950
"Tremont","New York","NY","New York-Newark-Jersey City","Bronx County",65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1487.5,1400,1450,1600,1550,1612.5,1650,1700,1662.5,1650,1695,1625,1625,1600,1600,1583,1600,1685,1800,1762.5,1800,1850,1874.5,1800
"Roxbury","Boston","MA","Boston-Cambridge-Newton","Suffolk County",66,,,,,,,,,,,,,,,,,,,,,,,,,,,1900,1750,1725,1800,1800,1800,1952.5,2085,2100,1900,1800,1800,1800,1900,1945,1970,2000,2100,2200,2150,2100,2200,2200,2200,2100,2025,2200,2300,2300,2200,2300,2300,2300,2200,2100,2100,2300,2300,2500,2455,2300,2450,2500,2400,2400,2250,2100,2100,2200,2500,2500,2600,2500,2500,2500,2500,2450,2400,2395,2400,2400,2600,2600,2587,2537.5,2685,2650,2695,2650,2600,2550
"Valley Glen","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1650,1687.5,1597.5,1600,1550,1590,1737.5,1672.5,1750,1695,1662.5,1824.5
"Central City","Phoenix","AZ","Phoenix-Mesa-Scottsdale","Maricopa County",68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,625,735,700,800,775,680,725,815,807.5,708.5,680,725,762.5,795,795,837.5,850,810,850,825,825,797,775
"Kensington","New York","NY","New York-Newark-Jersey City","Kings County",69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,1985,1850,1900,2000,2100,2125,2000,2100,2125,2295,2295,2250,2150,2200,2145,2100,2200,2100,2150,2300,2075,2272.5,2179.5,2400,2088,2100,2050,1999.5,1995,2000,2100,2100,2100,2100,2112.5,2000,2000,2016,2074.5,1999,1995,2099,2076,2222,2222,2232.5,2112.5
"Albany Park","Chicago","IL","Chicago-Naperville-Elgin","Cook County",70,,,,,,,,,,,,,,,,,,,,,,,,1125,1150,1175,1150,1072.5,1097.5,1150,1225,1100,1150,1200,1375,1250,1200,1212.5,1200,1212.5,1250,1250,1200,1100,1000,1150,1225,1250,1200,1225,1195,1299,1200,1175,1200,1300,1250,1300,1337.5,1300,1325,1500,1400,1425,1465,1412.5,1375,1400,1350,1400,1430,1395,1395,1395,1400,1385,1360,1350,1395,1395,1395,1400,1450,1400,1395,1375,1395,1400,1375,1385,1350,1350,1337.5,1325,1350,1300,1375
"Encanto","Phoenix","AZ","Phoenix-Mesa-Scottsdale","Maricopa County",71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,775,775,825,875,825,875,850,897.5,850,850,850,875,875,850,895,925,850,850,850,850,862.5,950
"Lake View","Chicago","IL","Chicago-Naperville-Elgin","Cook County",72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700,1595,1645,1600,1650,1795,1700,1645,1700,1750,1850,1875,1775,1800,1725,1700,1697,1699,1775,1800,1800,1775,1795,1695,1697.5,1725,1750,1490,1695,1600,1595,1600,1645,1750,1800,1750,1695,1650,1652.5,1645,1650,1695,1750,1795,1825,1900,1950,1875,1700,1695,1650
"Bedford Park","New York","NY","New York-Newark-Jersey City","Bronx County",73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300,1293,1285,1294,1297.5,1269,1231,1200,1294,1275,1300,1300,1350,1300,1280,1300,1300,1300,1317,1300,1300,1304.5,1300,1395,1397.5,1450,1450,1450,1450,1450,1400,1400,1450,1400,1412.5,1450,1450,1475,1550,1475,1475,1475,1450,1500,1500,1500,1550,1550,1562.5,1575,1560,1600,1600,1600,1637.5,1650,1600,1600,1595,1600,1625,1600,1600
"Mott Haven","New York","NY","New York-Newark-Jersey City","Bronx County",74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,1800,1862.5,1800,1800,1800,1800,1875,1850,1850,1960,1875,2025,1995,1999,2100,2250,2195,2022.5,2025,2200,2100
"Rogers Park","Chicago","IL","Chicago-Naperville-Elgin","Cook County",75,,,,,,,,,,,,,,,,,1025,950,950,975,1050,1095,1025,895,995,995,1075,1000,1095,1100,1050,1150,1150,1150,1100,975,1000,1000,1050,1025,1050,1050,1050,975,975,995,1000,1000,1037.5,1050,1000,950,975,975,1000,1000,1000,1000,1000,995,990,975,950,950,995,1050,1050,990,1025,1075,1150,1100,1085,1066,1180,1195,1125,1100,1100,1150,1136,1140,1100,1100,1197.5,1167.5,1145,1125,1125,1175,1250,1200,1175,1215,1250,1215,1200
"Maspeth","New York","NY","New York-Newark-Jersey City","Queens County",76,,,,,,,,,,,,,,,,,,,,,,,,,,,,1650,1600,1700,1700,1675,1700,1650,1650,1650,1637.5,1650,1650,1750,1650,1675,1700,1750,1800,1700,1800,1775,1797.5,1800,1800,1800,1800,1850,1850,1800,1900,2000,2000,1900,2000,2000,2000,1950,1925,1900,2000,2100,2150,1975,1950,2200,2000,2050,2100,2095,2050,2200,2150,2099,2150,2150,2200,2195,2195,2100,2197,2125,2100,2175,2200,2200,2200,2100,2200,2150,2200
"Bay Ridge","New York","NY","New York-Newark-Jersey City","Kings County",77,,,,,,,,,,,,,,,1500,1475,1500,1550,1500,1500,1525,1462.5,1475,1500,1587.5,1600,1537.5,1525,1550,1650,1600,1600,1550,1600,1600,1600,1600,1600,1675,1650,1600,1600,1650,1750,1700,1750,1750,1800,1800,1800,1762.5,1750,1750,1750,2000,2100,1950,1800,1899,1937.5,1875,1900,1900,1900,1900,2000,1900,1912.5,2050,2000,2000,2000,1972.5,2000,2000,2000,2000,1950,1975,1995,1995,2000,1900,1900,1875,1800,1800,1998.5,2000,1875,1950,1950,2000,2000,2000,2000,2000
"University Heights","New York","NY","New York-Newark-Jersey City","Bronx County",78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1450,1485,1450,1475,1450,1475,1450,1482.5,1495,1495,1495,1495,1550,1572.5,1595,1550,1525,1595,1550,1550,1597.5,1750,1795,1795,1750,1725,1697.5
"Woodside","New York","NY","New York-Newark-Jersey City","Queens County",79,,,,,,,,,,,,,,,,,,,,,,,,,,,1600,1650,1550,1600,1650,1550,1675,1700,1700,1650,1650,1650,1700,1750,1750,1750,1750,1725,1750,1750,1750,1750,1750,1750,1750,1795,1800,1800,1800,1800,1845,1800,1850,1897.5,1825,1900,1900,1900,1825,1835,1800,1800,1845,1895,2100,2000,1900,1900,2000,1845,1800,1895,1850,1775,1900,2042.5,2200,2100,2070,1900,1900,1795,1800,2000,2000,1985,2000,1775,1850,2000,1800
"Hamilton Heights","New York","NY","New York-Newark-Jersey City","New York County",80,,,,,,,1650,1600,1650,1925,1700,1750,1795,1825,1922.5,2000,1872.5,1850,1795,1772.5,1800,1995,1925,1900,1950,1995,1995,1950,1950,1900,1995,1995,1995,2000,2100,2200,2200,2150,2150,2196.5,2185,2150,2150,2200,2250,2350,2300,2100,2200,2350,2300,2250,2350,2300,2295,2275,2350,2350,2400,2400,2295,2350,2400,2450,2400,2500,2405,2350,2297.5,2300,2350,2400,2350,2472.5,2300,2412.5,2425,2395,2400,2400,2450,2450,2400,2500,2400,2350,2397,2350,2400,2500,2512.5,2400,2400,2500,2520,2645,2500
"Bayside","New York","NY","New York-Newark-Jersey City","Queens County",81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1775,1750,1700,1775,1800,1750,1800,1800,1800,2100,2100,2000,2075,2000,2100,2000,2000,2000,1950,1995,2000,1900,1995,1950,1900,2000,2000,2100,2200,2195,2125,2200,1995,2000,2150,2150,2150,2100,1900,1895,2097.5,2000,2000,2176,2163,2170,2000,2150,2100,2200,2000,2108,2200,2176,2197.5,2200,2200,2200,2300,2300,2200,2300,2300
"Greenville","Jersey City","NJ","New York-Newark-Jersey City","Hudson County",82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1350,1350,1350,1450,1450,1525,1500,1525,1500,1500,1500,1550,1500,1400,1395,1395,1395,1450,1550,1595,1550,1500
"Chelsea","New York","NY","New York-Newark-Jersey City","New York County",83,,,,,2562.5,2795,2750,2800,2775,2950,2767.5,2895,2995,3175,3000,3295,3300,3295,3295,3300,3395,3300,3350,3400,3338.5,3400,3250,3208,3295,3332,3400,3395,3395,3400,3400,3400,3500,3420.5,3478,3443,3425,3500,3500,3500,3550,3565,3450,3595,3595,3550,3600,3600,3600,3595,3606,3616,3550,3550,3515,3600,3600,3395,3400,3400,3447.5,3495,3495,3500,3500,3462,3495,3400,3495,3511,3450,3427,3520,3500,3595,3697,3650,3650,3640,3695,3708,3700,3600,3650,3695,3795,3695,3800,3850,3762.5,3830,3750,3750
"Fordham","New York","NY","New York-Newark-Jersey City","Bronx County",84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1350,1300,1300,1300,1295,1210,1227.5,1200,1200,1200,1200,1225,1199,1200,1200,1247.5,1250,1250,1250,1250,1250,1300,1400,1350,1500,1500,1450,1450,1450,1500,1500,1462.5,1400,1500,1500,1550,1600,1550,1600,1497.5,1550,1550,1600,1600,1650,1650,1650,1612.5,1600,1595,1600,1650,1662.5,1650,1600,1600,1650,1625,1675,1700,1700,1725,1800,1850
"Gresham","Chicago","IL","Chicago-Naperville-Elgin","Cook County",85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,875,900,960,900,912.5,962.5,900,925,912.5,1000,950,1025,1100,1050,1100,1112.5,1100,1150,1095,1050,1000,1075,1100,1000,1000,1050,1037.5,1000,1000,980,1008,1150,1100,1100,1012.5,1050,1027.5,1000,1040,1044,1044,1050,1072.5,1100,1050,1000,1050,1100,1100,1094,1000,1000,1027.5
"Mid City West","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700,2774,2900,2800,2672.5,2795,2625,3000,2850,2800,2795,2850,2961.5,2998,3118,3000,2800,2992.5,3000,2995,3400,3100,3100,3497.5,3450,3250
"Sunnyside","New York","NY","New York-Newark-Jersey City","Queens County",87,,,,,,1485,1545,1522.5,1550,1550,1550,1512.5,1550,1575,1575,1650,1662.5,1575,1550,1550,1550,1650,1625,1550,1675,1625,1700,1700,1750,1700,1750,1700,1750,1800,1800,1800,1780,1750,1775,1795,1800,1800,1850,1875,1875,1875,1875,1877.5,1900,1900,1900,1900,1900,1900,1950,1900,1950,1950,2000,2000,2100,2012.5,2075,2095,2040,2050,2050,1975,2000,1950,2000,2100,2100,2100,1950,1995,1900,1900,1925,2000,2000,2000,2000,1950,1971,1971,2000,1985,1950,2000,2100,2100,2100,2100,2100,2100,1950
"Jamaica Plain","Boston","MA","Boston-Cambridge-Newton","Suffolk County",88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2600,2600,2625,2650,2695,2695,2637.5,2595,2525,2600,2600,2800,2750,2700,2700,2750,2750,2750,2700,2697.5,2600
"Greenwich Village","New York","NY","New York-Newark-Jersey City","New York County",89,2900,3000,3000,3087.5,3037.5,2795,2795,2850,2900,2900,2895,2900,2900,2995,2950,2900,3100,3000,3150,3100,3100,3200,3250,3250,3250,3295,3200,3200,3150,3195,3195,3200,3200,3200,3250,3282.5,3300,3300,3300,3300,3395,3400,3400,3400,3450,3341.5,3300,3350,3495,3495,3395,3395,3395,3450,3400,3325,3295,3300,3495,3500,3550,3400,3400,3395,3300,3300,3300,3300,3300,3395,3295,3350,3401,3400,3295,3395,3400,3350,3450,3450,3450,3495,3500,3495,3400,3395,3295,3300,3489.5,3500,3497,3483.5,3597.5,3550,3500,3460.5,3471
"Palms","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1937.5,1895,1720,1895,1995,2050,2050,1995,2122.5,2250,2272.5,2100,2295,2295,2195,2297.5,2045,2095,2150,2350,2195,2295,2395,2295,2295
"Englewood","Chicago","IL","Chicago-Naperville-Elgin","Cook County",91,,,,,,,,,,,,,,,,,,,,,,,950,1000,1100,1100,1050,1000,1000,900,900,900,950,950,950,1000,1000,950,950,1000,1000,1000,1000,1025,1000,1000,1000,1000,1000,1000,1100,1075,1000,1000,1000,1000,975,975,1000,1100,1000,1000,990,1000,1100,1100,1000,1000,1075,1100,1119.5,1000,1050,900,1000,1100,1000,1000,1000,1044,1000,1000,1000,1000,1050,1050,1040,1044,1088,1100,1195,1100,1100,1100,1100,1094,1000
"East Boston","Boston","MA","Boston-Cambridge-Newton","Suffolk County",92,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1450,1500,1500,1550,1675,1750,1895,1900,1987.5,1850,1800,1800,1895,1850,1800,1800,1950,1900,1995,2000,2000,1900,2000,2100,2100,2040,2000,2000,2100,2100,2200,2175,2200,2115,2200,2200,2245,2245,2222.5,2200,2175,2300,2300,2300,2250,2175,2200,2187.5,2450,2400,2400,2450,2500,2500,2500,2487.5,2400,2300,2250,2200,2500,2500,2550,2550,2500,2500,2450,2400,2470,2400
"Kew Gardens Hills","New York","NY","New York-Newark-Jersey City","Queens County",93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100,1975,1997,1975,2000,1999,1950,1950,1975,1975,1975,1975,1975,1975,1950,1950,1950,1975,2000,2000,2000,2000,2000,2087.5,2100
"Portage Park","Chicago","IL","Chicago-Naperville-Elgin","Cook County",94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1350,1290,1295,1175,1150,1285,1285,1250,1295,1250,1175,1200,1300,1295,1250,1285,1235,1197.5,1295
"Brighton","Boston","MA","Boston-Cambridge-Newton","Suffolk County",95,,,,,,,1650,1649.5,1650,1700,1755,1990,1762,1697.5,1695,1900,1900,1850,1800,1850,1795,1775,1775,1870,1695,2000,1900,1850,1900,1900,1895,1875,1895,1900,1899,1925,1950,1950,1950,1995,1995,2000,2045,2005,1999.5,2000,1995,1985,1950,1950,1975,2000,2030,2000,2030,2050,2055,2050,2050,2100,2100,2041.5,2100,2050,2200,2300,2250,2355,2550,2300,2400,2500,2450,2200,2162.5,2100,2300,2400,2500,2500,2500,2500,2500,2500,2400,2255,2200,2400,2500,2500,2500,2550,2600,2550,2550,2550,2600
"Rego Park","New York","NY","New York-Newark-Jersey City","Queens County",96,,,,,,,,,,,,,,,,,,,,,1700,1750,1724.5,1600,1595,1650,1750,1687.5,1700,1700,1700,1750,1750,1750,1800,1800,1805,1800,1800,1775,1800,1750,1775,1900,1825,1900,1900,1925,1900,1900,1950,1900,1950,1900,1900,1900,2000,2050,2050,2100,2150,2150,2195,2250,2200,2150,2150,2250,2000,2155,2250,2000,1950,2000,1912.5,1937.5,2000,1880,1845,1895,1875,1925,2100,2000,2032.5,1985,1950,1950,1955,2025,1986,1975,1997.5,2050,2100,2125,2100
"Mar Vista","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2295,2200,2350,2200,2285,2395,2245,2197.5,2195,2095,1995,2195,2045,2347.5,2195,1962.5
"Coral Way","Miami","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1762.5,1900,1850,1900,1860,1950,1900,1900,1900,1975,1800,1800,1950,1992.5,1937.5,2040,2000,2100,2142.5,1925,1995,1900,1890
"Morris Heights","New York","NY","New York-Newark-Jersey City","Bronx County",99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1562.5,1550,1750,1495,1525,1650,1650,1675,1650,1662.5,1675,1700,1650,1700,1825,1700,1862.5,1850,1700,1750,1800,1700
"Melrose","New York","NY","New York-Newark-Jersey City","Bronx County",100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1972.5,2000,1875,1650,1719,1829,1795,2000,2100,2000,1997.5,2000,1950,1793.5,1833,1950,1950
"Parkchester","New York","NY","New York-Newark-Jersey City","Bronx County",101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1462.5,1350,1375,1375,1400,1400,1400,1400,1450,1472.5,1400,1400,1400,1400,1400,1450,1450,1450,1475,1600,1600,1600
"Inwood","New York","NY","New York-Newark-Jersey City","New York County",102,,,,,,,,,,,,,,,,,,1450,1450,1450,1387.5,1472.5,1495,1450,1370,1350,1437.5,1450,1482.5,1485,1450,1450,1462.5,1450,1450,1450,1450,1450,1448,1450,1450,1475,1495,1550,1599,1600,1650,1600,1650,1650,1612.5,1650,1600,1600,1637.5,1650,1662.5,1750,1650,1637.5,1700,1700,1797.5,1795,1700,1700,1650,1700,1700,1762.5,1695,1625,1695,1646.5,1675,1695,1750,1785,1795,1860,1825,1825,1825,1812.5,1800,1700,1775,1799,1795,1825,1850,1800,1875,1855,1830,1875,1875
"Greater Heights","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999.5,1050,1012.5,1050,1050,1095,1195,1150,1150,1237.5,1200,1150,1175,1150,1195,1100,1062.5,1172.5,1100,1175,1195,1195,1095
"South Loop","Chicago","IL","Chicago-Naperville-Elgin","Cook County",104,,,,,,,,,,,,,2036,2059,1915,1860,1787.5,1870,1938,1985,2105.5,2061,1979,1910,1870,1905,1901,1904.5,2035,1950,2004,1973,1952.5,1950,1950,1849.5,1885,1900,1970,1923,1900,1950,1948,1906.5,1961.5,1987,2000,1994,2000,2005,2005,2000,1869,1850,2000,2005,2014,2014,2006,2005,1983,2024.5,1987,2008,1988,1962,1933,1914,1959.5,2008,2008.5,1977,2002.5,1999,1897.5,1968.5,1987,1996.5,2059,2030,2076,2100,2100,2018,2044.5,2008,1975,2000,1995,1979,2030,2032.5,2095,2100,2030,2199,2035
"Humboldt Park","Chicago","IL","Chicago-Naperville-Elgin","Cook County",105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1150,1150,1197.5,1350,1350,1312.5,1250,1295,1300,1300,1295,1295,1225,1125,1272.5,1200,1200,1400,1350,1350,1325,1350,1150,1295,1225,1350,1385,1400,1400,1395,1350,1300,1361,1397,1497.5,1500,1500,1350,1450,1472.5,1395,1372,1350,1422,1350,1400,1450,1450,1500,1500,1500,1550,1500,1497.5,1450,1400,1400,1400,1500,1500,1500,1500,1500,1550,1500,1450
"High Bridge","New York","NY","New York-Newark-Jersey City","Bronx County",106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1612.5,1700,1650,1650,1700,1675,1650,1675,1875,1900,1950,1950,1950,1975,1985,1950,1895,1950,1950,1995,1995,1997
"Norwood","New York","NY","New York-Newark-Jersey City","Bronx County",107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1292,1283.5,1355,1283.5,1250,1250,1287,1275,1275,1275,1270,1272,1275,1300,1300,1242.5,1275,1335,1350,1300,1300,1400,1375,1359,1400,1400,1400,1400,1400,1400,1400,1400,1450,1450,1400,1450,1450,1450,1450,1525,1525,1497.5,1500,1550,1500,1500,1500,1500,1500,1550,1575,1650,1625,1597.5,1625,1637.5,1625,1612.5,1550,1550,1537.5,1575,1650,1700
"Morningside Heights","New York","NY","New York-Newark-Jersey City","New York County",108,,,,,,2250,2410,2395,2150,2125,2325,2495,2672.5,2595,2500,2500,2497.5,2446,2447.5,2495,2647.5,2600,2500,2500,2597.5,2597.5,2600,2600,2595,2595,2595,2599,2600,2700,2695,2695,2695,2695,2650,2700,2750,2795,2800,3095,2895,3400,3100,3000,2747.5,2800,2750,2850,2995,2700,2850,2925,2850,2850,2950,2850,2875,2850,2800,2772.5,2800,2800,2795,2797.5,2800,3045,2950,3187.5,2974,3000,3090,3200,2908,2812,3000,3100,3075,3000,3215,3022,2857,2887,2893.5,2895,2820,2987,2859.5,3000,3196,3100,3199,3000,2977
